vid,category,resolution,width,height,pixfmt,framerate,bitrate_rawvideo (kb/s),bitrate_encoded (kb/s),PSNR,VMAF,QP,encoding_elapsed_time,decoding_elapsed_time,duplicate_count,duplicate_bitrate_rawvideo (kb/s),start_time_encode,end_time_encode,count_encode,start_time_decode,end_time_decode,count_decode,target_encode_energy,decode_energy,total_energy
,,,,,,,,,,,,,,1,622080,2023-12-08 15:40:14.387695,2023-12-08 15:40:24.227600,1,2023-12-08 15:40:34.268571,2023-12-08 15:40:36.539073,1,1152.0613739453165,93.48040114476667,1245.541775090083
,,,,,,,,,,,,,,1,622080,2023-12-08 15:40:47.903680,2023-12-08 15:40:55.685580,1,2023-12-08 15:41:05.723850,2023-12-08 15:41:07.022578,1,824.1627634080379,55.59403853780001,879.7568019458379
,,,,,,,,,,,,,,1,622080,2023-12-08 15:41:17.107407,2023-12-08 15:41:24.735437,1,2023-12-08 15:41:35.870196,2023-12-08 15:41:36.543317,1,681.557150876025,31.76271720225,713.319868078275
,,,,,,,,,,,,,,1,622080,2023-12-08 15:41:46.615995,2023-12-08 15:41:56.216486,1,2023-12-08 15:42:06.258073,2023-12-08 15:42:07.624821,1,423.5513068265396,25.239314015999994,448.79062084253957
,,,,,,,,,,,,,,1,622080,2023-12-08 15:42:17.701459,2023-12-08 15:42:24.645040,1,2023-12-08 15:42:34.684527,2023-12-08 15:42:35.315539,1,328.73728452340896,22.356795352575,351.09407987598394
,,,,,,,,,,,,,,2,276480,2023-12-08 15:42:46.222344,2023-12-08 15:42:56.889870,1,2023-12-08 15:43:06.929752,2023-12-08 15:43:08.361843,1,587.955610401164,50.5300928379625,638.4857032391265
,,,,,,,,,,,,,,2,276480,2023-12-08 15:43:19.396084,2023-12-08 15:43:26.325312,1,2023-12-08 15:43:36.355832,2023-12-08 15:43:37.187805,1,366.228594754791,23.34418988483333,389.57278463962433
,,,,,,,,,,,,,,2,276480,2023-12-08 15:43:48.302903,2023-12-08 15:43:54.238153,1,2023-12-08 15:44:04.278673,2023-12-08 15:44:04.909074,1,255.5797389665685,16.344926388487504,271.924665355056
,,,,,,,,,,,,,,2,276480,2023-12-08 15:44:16.012055,2023-12-08 15:44:23.143953,1,2023-12-08 15:44:33.181692,2023-12-08 15:44:33.713046,1,199.1427946012917,11.00030799075,210.1431025920417
,,,,,,,,,,,,,,2,276480,2023-12-08 15:44:44.777489,2023-12-08 15:44:52.320416,1,2023-12-08 15:45:02.361217,2023-12-08 15:45:02.792187,1,140.9509817253384,5.993976161849999,146.9449578871884
